Vote_ID,Voter_ID,Candidate_ID,Title
81,31,52,STATE_REP
82,34,37,PRESIDENT
83,34,42,GOVERNOR
84,34,47,SENATOR
85,34,1,MAYOR
86,34,51,STATE_REP
87,37,39,PRESIDENT
88,37,44,GOVERNOR
89,37,47,SENATOR
90,37,5,MAYOR
91,37,51,STATE_REP
92,38,36,PRESIDENT
93,38,41,GOVERNOR
94,38,46,SENATOR
95,38,3,MAYOR
96,38,51,STATE_REP
97,39,38,PRESIDENT
98,39,42,GOVERNOR
99,39,48,SENATOR
100,39,2,MAYOR
101,39,51,STATE_REP
102,40,36,PRESIDENT
103,40,42,GOVERNOR
104,40,47,SENATOR
105,40,1,MAYOR
106,40,52,STATE_REP
107,41,39,PRESIDENT
108,41,44,GOVERNOR
109,41,49,SENATOR
110,41,5,MAYOR
111,41,55,STATE_REP
112,42,37,PRESIDENT
113,42,45,GOVERNOR
114,42,50,SENATOR
115,42,4,MAYOR
116,42,54,STATE_REP
117,43,36,PRESIDENT
118,43,41,GOVERNOR
119,43,46,SENATOR
120,43,2,MAYOR
121,43,53,STATE_REP
122,44,37,PRESIDENT
123,44,42,GOVERNOR
124,44,47,SENATOR
125,44,1,MAYOR
126,44,52,STATE_REP
127,45,37,PRESIDENT
128,45,42,GOVERNOR
129,45,47,SENATOR
130,45,1,MAYOR
131,45,52,STATE_REP
132,46,40,PRESIDENT
133,46,45,GOVERNOR
134,46,50,SENATOR
135,46,4,MAYOR
136,46,54,STATE_REP
137,47,36,PRESIDENT
138,47,41,GOVERNOR
139,47,46,SENATOR
140,47,3,MAYOR
141,47,51,STATE_REP
142,48,38,PRESIDENT
143,48,43,GOVERNOR
144,48,48,SENATOR
145,48,2,MAYOR
146,48,53,STATE_REP
147,50,37,PRESIDENT
148,50,42,GOVERNOR
149,50,47,SENATOR
150,50,1,MAYOR
151,50,52,STATE_REP
152,53,38,PRESIDENT
153,53,43,GOVERNOR
154,53,48,SENATOR
155,53,2,MAYOR
156,53,51,STATE_REP
157,54,37,PRESIDENT
158,54,42,GOVERNOR
159,54,48,SENATOR
160,54,1,MAYOR
161,54,52,STATE_REP
162,56,37,PRESIDENT
163,56,42,GOVERNOR
164,56,47,SENATOR
165,56,2,MAYOR
166,56,52,STATE_REP
167,57,38,PRESIDENT
168,57,43,GOVERNOR
169,57,48,SENATOR
170,57,2,MAYOR
171,57,53,STATE_REP
172,58,39,PRESIDENT
173,58,44,GOVERNOR
174,58,49,SENATOR
175,58,5,MAYOR
176,58,52,STATE_REP
177,59,37,PRESIDENT
178,59,42,GOVERNOR
179,59,47,SENATOR
180,59,1,MAYOR
181,59,52,STATE_REP
182,60,36,PRESIDENT
183,60,41,GOVERNOR
184,60,46,SENATOR
185,60,3,MAYOR
186,60,55,STATE_REP
187,61,37,PRESIDENT
188,61,42,GOVERNOR
189,61,47,SENATOR
190,61,1,MAYOR
191,61,55,STATE_REP
192,62,37,PRESIDENT
193,62,42,GOVERNOR
194,62,46,SENATOR
195,62,1,MAYOR
196,62,52,STATE_REP
197,63,39,PRESIDENT
198,63,44,GOVERNOR
199,63,49,SENATOR
200,63,5,MAYOR
201,63,52,STATE_REP
202,64,37,PRESIDENT
203,64,42,GOVERNOR
204,64,47,SENATOR
205,64,1,MAYOR
206,64,54,STATE_REP
207,65,39,PRESIDENT
208,65,44,GOVERNOR
209,65,47,SENATOR
210,65,5,MAYOR
211,65,55,STATE_REP
212,66,36,PRESIDENT
213,66,41,GOVERNOR
214,66,47,SENATOR
215,66,3,MAYOR
216,66,51,STATE_REP
217,67,36,PRESIDENT
218,67,41,GOVERNOR
219,67,46,SENATOR
220,67,3,MAYOR
221,67,51,STATE_REP
222,69,36,PRESIDENT
223,69,41,GOVERNOR
224,69,47,SENATOR
225,69,3,MAYOR
226,69,51,STATE_REP
227,72,36,PRESIDENT
228,72,41,GOVERNOR
229,72,46,SENATOR
230,72,3,MAYOR
231,72,51,STATE_REP
232,73,37,PRESIDENT
233,73,41,GOVERNOR
234,73,48,SENATOR
235,73,3,MAYOR
236,73,51,STATE_REP
237,74,38,PRESIDENT
238,74,43,GOVERNOR
239,74,48,SENATOR
240,74,2,MAYOR
241,74,53,STATE_REP
242,75,38,PRESIDENT
243,75,43,GOVERNOR
244,75,48,SENATOR
245,75,2,MAYOR
246,75,53,STATE_REP
247,76,37,PRESIDENT
248,76,41,GOVERNOR
249,76,47,SENATOR
250,76,1,MAYOR
251,76,52,STATE_REP
252,78,36,PRESIDENT
253,78,41,GOVERNOR
254,78,46,SENATOR
255,78,3,MAYOR
256,78,51,STATE_REP
257,80,39,PRESIDENT
258,80,41,GOVERNOR
259,80,49,SENATOR
260,80,5,MAYOR
261,80,55,STATE_REP
262,81,37,PRESIDENT
263,81,42,GOVERNOR
264,81,47,SENATOR
265,81,1,MAYOR
266,81,52,STATE_REP
267,82,36,PRESIDENT
268,82,41,GOVERNOR
269,82,46,SENATOR
270,82,3,MAYOR
271,82,51,STATE_REP
272,84,40,PRESIDENT
273,84,45,GOVERNOR
274,84,46,SENATOR
275,84,4,MAYOR
276,84,54,STATE_REP
277,87,39,PRESIDENT
278,87,44,GOVERNOR
279,87,49,SENATOR
280,87,5,MAYOR
281,87,55,STATE_REP
282,88,36,PRESIDENT
283,88,41,GOVERNOR
284,88,46,SENATOR
285,88,3,MAYOR
286,88,51,STATE_REP
287,89,37,PRESIDENT
288,89,42,GOVERNOR
289,89,47,SENATOR
290,89,1,MAYOR
291,89,51,STATE_REP
292,90,38,PRESIDENT
293,90,41,GOVERNOR
294,90,48,SENATOR
295,90,2,MAYOR
296,90,53,STATE_REP
297,91,37,PRESIDENT
298,91,42,GOVERNOR
299,91,47,SENATOR
300,91,1,MAYOR
301,91,54,STATE_REP
302,92,38,PRESIDENT
303,92,43,GOVERNOR
304,92,47,SENATOR
305,92,2,MAYOR
306,92,53,STATE_REP
307,93,38,PRESIDENT
308,93,41,GOVERNOR
309,93,46,SENATOR
310,93,3,MAYOR
311,93,51,STATE_REP
312,94,36,PRESIDENT
313,94,41,GOVERNOR
314,94,46,SENATOR
315,94,3,MAYOR
316,94,55,STATE_REP
317,96,38,PRESIDENT
318,96,43,GOVERNOR
319,96,48,SENATOR
320,96,2,MAYOR
321,96,53,STATE_REP
322,97,38,PRESIDENT
323,97,43,GOVERNOR
324,97,48,SENATOR
325,97,2,MAYOR
326,97,53,STATE_REP
327,98,37,PRESIDENT
328,98,42,GOVERNOR
329,98,47,SENATOR
330,98,1,MAYOR
331,98,52,STATE_REP
332,99,40,PRESIDENT
333,99,45,GOVERNOR
334,99,50,SENATOR
335,99,4,MAYOR
336,99,54,STATE_REP
337,100,38,PRESIDENT
338,100,43,GOVERNOR
339,100,48,SENATOR
340,100,2,MAYOR
341,100,53,STATE_REP
342,101,37,PRESIDENT
343,101,42,GOVERNOR
344,101,47,SENATOR
345,101,3,MAYOR
346,101,52,STATE_REP
347,102,37,PRESIDENT
348,102,42,GOVERNOR
349,102,47,SENATOR
350,102,1,MAYOR
351,102,52,STATE_REP
352,103,36,PRESIDENT
353,103,41,GOVERNOR
354,103,46,SENATOR
355,103,3,MAYOR
356,103,51,STATE_REP
357,104,37,PRESIDENT
358,104,42,GOVERNOR
359,104,47,SENATOR
360,104,1,MAYOR
361,104,51,STATE_REP
362,105,36,PRESIDENT
363,105,41,GOVERNOR
364,105,46,SENATOR
365,105,3,MAYOR
366,105,51,STATE_REP
367,106,37,PRESIDENT
368,106,42,GOVERNOR
369,106,49,SENATOR
370,106,1,MAYOR
371,106,51,STATE_REP
372,107,40,PRESIDENT
373,107,45,GOVERNOR
374,107,50,SENATOR
375,107,1,MAYOR
376,107,54,STATE_REP
377,108,36,PRESIDENT
378,108,42,GOVERNOR
379,108,47,SENATOR
380,108,1,MAYOR
381,108,52,STATE_REP
382,109,36,PRESIDENT
383,109,41,GOVERNOR
384,109,46,SENATOR
385,109,3,MAYOR
386,109,55,STATE_REP
387,110,36,PRESIDENT
388,110,41,GOVERNOR
389,110,46,SENATOR
390,110,2,MAYOR
391,110,51,STATE_REP
392,111,39,PRESIDENT
393,111,44,GOVERNOR
394,111,49,SENATOR
395,111,5,MAYOR
396,111,53,STATE_REP
397,113,40,PRESIDENT
398,113,45,GOVERNOR
399,113,50,SENATOR
400,113,3,MAYOR
401,113,54,STATE_REP
402,116,37,PRESIDENT
403,116,44,GOVERNOR
404,116,47,SENATOR
405,116,1,MAYOR
406,116,52,STATE_REP
407,117,37,PRESIDENT
408,117,42,GOVERNOR
409,117,47,SENATOR
410,117,1,MAYOR
411,117,52,STATE_REP
412,118,40,PRESIDENT
413,118,45,GOVERNOR
414,118,50,SENATOR
415,118,4,MAYOR
416,118,54,STATE_REP
417,119,38,PRESIDENT
418,119,43,GOVERNOR
419,119,48,SENATOR
420,119,2,MAYOR
421,119,53,STATE_REP
422,120,39,PRESIDENT
423,120,44,GOVERNOR
424,120,49,SENATOR
425,120,5,MAYOR
426,120,55,STATE_REP
427,121,38,PRESIDENT
428,121,43,GOVERNOR
429,121,48,SENATOR
430,121,1,MAYOR
431,121,53,STATE_REP
432,122,36,PRESIDENT
433,122,41,GOVERNOR
434,122,46,SENATOR
435,122,3,MAYOR
436,122,52,STATE_REP
437,123,38,PRESIDENT
438,123,43,GOVERNOR
439,123,48,SENATOR
440,123,2,MAYOR
441,123,53,STATE_REP
442,125,40,PRESIDENT
443,125,45,GOVERNOR
444,125,50,SENATOR
445,125,3,MAYOR
446,125,51,STATE_REP
447,127,38,PRESIDENT
448,127,43,GOVERNOR
449,127,48,SENATOR
450,127,2,MAYOR
451,127,53,STATE_REP
452,129,38,PRESIDENT
453,129,43,GOVERNOR
454,129,48,SENATOR
455,129,3,MAYOR
456,129,53,STATE_REP
457,131,39,PRESIDENT
458,131,44,GOVERNOR
459,131,49,SENATOR
460,131,5,MAYOR
461,131,55,STATE_REP
462,132,37,PRESIDENT
463,132,41,GOVERNOR
464,132,46,SENATOR
465,132,3,MAYOR
466,132,51,STATE_REP
467,133,40,PRESIDENT
468,133,45,GOVERNOR
469,133,50,SENATOR
470,133,4,MAYOR
471,133,54,STATE_REP
472,136,36,PRESIDENT
473,136,41,GOVERNOR
474,136,46,SENATOR
475,136,3,MAYOR
476,136,52,STATE_REP
477,137,36,PRESIDENT
478,137,41,GOVERNOR
479,137,46,SENATOR
480,137,3,MAYOR
481,137,51,STATE_REP
482,138,37,PRESIDENT
483,138,42,GOVERNOR
484,138,47,SENATOR
485,138,1,MAYOR
486,138,52,STATE_REP
487,139,40,PRESIDENT
488,139,45,GOVERNOR
489,139,46,SENATOR
490,139,4,MAYOR
491,139,54,STATE_REP
492,140,39,PRESIDENT
493,140,44,GOVERNOR
494,140,49,SENATOR
495,140,5,MAYOR
496,140,55,STATE_REP
497,141,39,PRESIDENT
498,141,43,GOVERNOR
499,141,49,SENATOR
500,141,5,MAYOR
501,141,55,STATE_REP
502,142,38,PRESIDENT
503,142,41,GOVERNOR
504,142,46,SENATOR
505,142,3,MAYOR
506,142,51,STATE_REP
507,143,38,PRESIDENT
508,143,43,GOVERNOR
509,143,48,SENATOR
510,143,2,MAYOR
511,143,53,STATE_REP
512,144,37,PRESIDENT
513,144,42,GOVERNOR
514,144,47,SENATOR
515,144,1,MAYOR
516,144,52,STATE_REP
517,146,38,PRESIDENT
518,146,43,GOVERNOR
519,146,48,SENATOR
520,146,2,MAYOR
521,146,53,STATE_REP
522,147,38,PRESIDENT
523,147,43,GOVERNOR
524,147,48,SENATOR
525,147,2,MAYOR
526,147,53,STATE_REP
527,149,36,PRESIDENT
528,149,41,GOVERNOR
529,149,46,SENATOR
530,149,3,MAYOR
531,149,51,STATE_REP
532,150,39,PRESIDENT
533,150,44,GOVERNOR
534,150,49,SENATOR
535,150,5,MAYOR
536,150,55,STATE_REP
537,152,39,PRESIDENT
538,152,44,GOVERNOR
539,152,49,SENATOR
540,152,5,MAYOR
541,152,55,STATE_REP
542,156,38,PRESIDENT
543,156,41,GOVERNOR
544,156,46,SENATOR
545,156,3,MAYOR
546,156,51,STATE_REP
547,157,37,PRESIDENT
548,157,42,GOVERNOR
549,157,47,SENATOR
550,157,1,MAYOR
551,157,52,STATE_REP
552,158,37,PRESIDENT
553,158,42,GOVERNOR
554,158,47,SENATOR
555,158,1,MAYOR
556,158,52,STATE_REP
557,159,40,PRESIDENT
558,159,45,GOVERNOR
559,159,50,SENATOR
560,159,4,MAYOR
561,159,54,STATE_REP
562,160,38,PRESIDENT
563,160,43,GOVERNOR
564,160,48,SENATOR
565,160,2,MAYOR
566,160,52,STATE_REP
567,161,37,PRESIDENT
568,161,42,GOVERNOR
569,161,47,SENATOR
570,161,1,MAYOR
571,161,52,STATE_REP
572,162,36,PRESIDENT
573,162,41,GOVERNOR
574,162,46,SENATOR
575,162,3,MAYOR
576,162,51,STATE_REP
577,163,40,PRESIDENT
578,163,43,GOVERNOR
579,163,50,SENATOR
580,163,4,MAYOR
581,163,54,STATE_REP
582,165,38,PRESIDENT
583,165,41,GOVERNOR
584,165,48,SENATOR
585,165,2,MAYOR
586,165,53,STATE_REP
587,166,37,PRESIDENT
588,166,42,GOVERNOR
589,166,47,SENATOR
590,166,1,MAYOR
591,166,52,STATE_REP
592,167,37,PRESIDENT
593,167,42,GOVERNOR
594,167,47,SENATOR
595,167,1,MAYOR
596,167,52,STATE_REP
597,168,36,PRESIDENT
598,168,41,GOVERNOR
599,168,46,SENATOR
600,168,3,MAYOR
601,168,51,STATE_REP
602,170,37,PRESIDENT
603,170,42,GOVERNOR
604,170,46,SENATOR
605,170,1,MAYOR
606,170,51,STATE_REP
607,171,39,PRESIDENT
608,171,41,GOVERNOR
609,171,49,SENATOR
610,171,5,MAYOR
611,171,55,STATE_REP
612,172,37,PRESIDENT
613,172,42,GOVERNOR
614,172,47,SENATOR
615,172,1,MAYOR
616,172,52,STATE_REP
617,173,39,PRESIDENT
618,173,44,GOVERNOR
619,173,49,SENATOR
620,173,5,MAYOR
621,173,53,STATE_REP
622,174,37,PRESIDENT
623,174,42,GOVERNOR
624,174,47,SENATOR
625,174,1,MAYOR
626,174,52,STATE_REP
627,175,40,PRESIDENT
628,175,45,GOVERNOR
629,175,50,SENATOR
630,175,3,MAYOR
631,175,54,STATE_REP
632,177,37,PRESIDENT
633,177,42,GOVERNOR
634,177,47,SENATOR
635,177,1,MAYOR
636,177,53,STATE_REP
637,178,39,PRESIDENT
638,178,44,GOVERNOR
639,178,49,SENATOR
640,178,5,MAYOR
641,178,55,STATE_REP
642,180,39,PRESIDENT
643,180,44,GOVERNOR
644,180,49,SENATOR
645,180,5,MAYOR
646,180,51,STATE_REP
647,181,39,PRESIDENT
648,181,44,GOVERNOR
649,181,49,SENATOR
650,181,5,MAYOR
651,181,52,STATE_REP
652,182,37,PRESIDENT
653,182,42,GOVERNOR
654,182,47,SENATOR
655,182,1,MAYOR
656,182,52,STATE_REP
657,183,38,PRESIDENT
658,183,43,GOVERNOR
659,183,48,SENATOR
660,183,2,MAYOR
661,183,55,STATE_REP
662,184,36,PRESIDENT
663,184,41,GOVERNOR
664,184,46,SENATOR
665,184,3,MAYOR
666,184,51,STATE_REP
667,185,36,PRESIDENT
668,185,41,GOVERNOR
669,185,46,SENATOR
670,185,2,MAYOR
671,185,51,STATE_REP
672,186,38,PRESIDENT
673,186,43,GOVERNOR
674,186,48,SENATOR
675,186,1,MAYOR
676,186,53,STATE_REP
677,188,36,PRESIDENT
678,188,41,GOVERNOR
679,188,46,SENATOR
680,188,3,MAYOR
681,188,51,STATE_REP
682,189,37,PRESIDENT
683,189,42,GOVERNOR
684,189,47,SENATOR
685,189,1,MAYOR
686,189,52,STATE_REP
687,190,38,PRESIDENT
688,190,43,GOVERNOR
689,190,48,SENATOR
690,190,2,MAYOR
691,190,52,STATE_REP
692,191,38,PRESIDENT
693,191,43,GOVERNOR
694,191,48,SENATOR
695,191,2,MAYOR
696,191,53,STATE_REP
697,192,38,PRESIDENT
698,192,43,GOVERNOR
699,192,48,SENATOR
700,192,2,MAYOR
701,192,53,STATE_REP
702,193,37,PRESIDENT
703,193,42,GOVERNOR
704,193,47,SENATOR
705,193,1,MAYOR
706,193,52,STATE_REP
707,194,38,PRESIDENT
708,194,43,GOVERNOR
709,194,48,SENATOR
710,194,2,MAYOR
711,194,53,STATE_REP
712,195,36,PRESIDENT
713,195,41,GOVERNOR
714,195,46,SENATOR
715,195,3,MAYOR
716,195,51,STATE_REP
717,196,37,PRESIDENT
718,196,42,GOVERNOR
719,196,47,SENATOR
720,196,1,MAYOR
721,196,52,STATE_REP
722,197,37,PRESIDENT
723,197,45,GOVERNOR
724,197,50,SENATOR
725,197,1,MAYOR
726,197,54,STATE_REP
727,198,40,PRESIDENT
728,198,45,GOVERNOR
729,198,48,SENATOR
730,198,4,MAYOR
731,198,54,STATE_REP
732,200,37,PRESIDENT
733,200,42,GOVERNOR
734,200,46,SENATOR
735,200,3,MAYOR
736,200,52,STATE_REP
737,201,38,PRESIDENT
738,201,43,GOVERNOR
739,201,48,SENATOR
740,201,2,MAYOR
741,201,53,STATE_REP
742,202,38,PRESIDENT
743,202,43,GOVERNOR
744,202,49,SENATOR
745,202,2,MAYOR
746,202,53,STATE_REP
747,203,40,PRESIDENT
748,203,45,GOVERNOR
749,203,48,SENATOR
750,203,4,MAYOR
751,203,54,STATE_REP
752,204,36,PRESIDENT
753,204,41,GOVERNOR
754,204,47,SENATOR
755,204,3,MAYOR
756,204,51,STATE_REP
757,206,37,PRESIDENT
758,206,42,GOVERNOR
759,206,47,SENATOR
760,206,1,MAYOR
761,206,52,STATE_REP
762,208,37,PRESIDENT
763,208,42,GOVERNOR
764,208,47,SENATOR
765,208,1,MAYOR
766,208,51,STATE_REP
767,209,37,PRESIDENT
768,209,41,GOVERNOR
769,209,48,SENATOR
770,209,1,MAYOR
771,209,53,STATE_REP
772,210,36,PRESIDENT
773,210,41,GOVERNOR
774,210,46,SENATOR
775,210,3,MAYOR
776,210,53,STATE_REP
777,212,37,PRESIDENT
778,212,43,GOVERNOR
779,212,48,SENATOR
780,212,3,MAYOR
781,212,53,STATE_REP
782,215,37,PRESIDENT
783,215,42,GOVERNOR
784,215,47,SENATOR
785,215,1,MAYOR
786,215,52,STATE_REP
787,216,37,PRESIDENT
788,216,42,GOVERNOR
789,216,47,SENATOR
790,216,1,MAYOR
791,216,54,STATE_REP
792,217,37,PRESIDENT
793,217,42,GOVERNOR
794,217,47,SENATOR
795,217,5,MAYOR
796,217,52,STATE_REP
797,218,36,PRESIDENT
798,218,41,GOVERNOR
799,218,46,SENATOR
800,218,3,MAYOR
801,218,54,STATE_REP
802,222,36,PRESIDENT
803,222,41,GOVERNOR
804,222,46,SENATOR
805,222,3,MAYOR
806,222,51,STATE_REP
807,224,38,PRESIDENT
808,224,43,GOVERNOR
809,224,46,SENATOR
810,224,2,MAYOR
811,224,55,STATE_REP
812,227,39,PRESIDENT
813,227,44,GOVERNOR
814,227,49,SENATOR
815,227,5,MAYOR
816,227,55,STATE_REP
817,228,36,PRESIDENT
818,228,42,GOVERNOR
819,228,47,SENATOR
820,228,3,MAYOR
821,228,52,STATE_REP
822,229,39,PRESIDENT
823,229,44,GOVERNOR
824,229,49,SENATOR
825,229,2,MAYOR
826,229,55,STATE_REP
827,230,36,PRESIDENT
828,230,41,GOVERNOR
829,230,46,SENATOR
830,230,3,MAYOR
831,230,51,STATE_REP
832,231,40,PRESIDENT
833,231,43,GOVERNOR
834,231,50,SENATOR
835,231,4,MAYOR
836,231,54,STATE_REP
837,233,40,PRESIDENT
838,233,43,GOVERNOR
839,233,50,SENATOR
840,233,4,MAYOR
841,233,54,STATE_REP
842,234,37,PRESIDENT
843,234,42,GOVERNOR
844,234,47,SENATOR
845,234,1,MAYOR
846,234,52,STATE_REP
847,236,40,PRESIDENT
848,236,45,GOVERNOR
849,236,50,SENATOR
850,236,4,MAYOR
851,236,54,STATE_REP
852,237,36,PRESIDENT
853,237,41,GOVERNOR
854,237,46,SENATOR
855,237,3,MAYOR
856,237,51,STATE_REP
857,238,40,PRESIDENT
858,238,45,GOVERNOR
859,238,50,SENATOR
860,238,3,MAYOR
861,238,54,STATE_REP
862,239,40,PRESIDENT
863,239,43,GOVERNOR
864,239,48,SENATOR
865,239,2,MAYOR
866,239,53,STATE_REP
867,240,36,PRESIDENT
868,240,45,GOVERNOR
869,240,46,SENATOR
870,240,3,MAYOR
871,240,51,STATE_REP
872,242,39,PRESIDENT
873,242,42,GOVERNOR
874,242,46,SENATOR
875,242,1,MAYOR
876,242,52,STATE_REP
877,244,36,PRESIDENT
878,244,41,GOVERNOR
879,244,46,SENATOR
880,244,3,MAYOR
881,244,51,STATE_REP
882,245,40,PRESIDENT
883,245,45,GOVERNOR
884,245,50,SENATOR
885,245,4,MAYOR
886,245,54,STATE_REP
887,248,39,PRESIDENT
888,248,45,GOVERNOR
889,248,49,SENATOR
890,248,3,MAYOR
891,248,55,STATE_REP
892,249,38,PRESIDENT
893,249,43,GOVERNOR
894,249,48,SENATOR
895,249,5,MAYOR
896,249,53,STATE_REP
897,251,38,PRESIDENT
898,251,43,GOVERNOR
899,251,48,SENATOR
900,251,2,MAYOR
901,251,53,STATE_REP
902,252,38,PRESIDENT
903,252,43,GOVERNOR
904,252,46,SENATOR
905,252,2,MAYOR
906,252,53,STATE_REP
907,253,38,PRESIDENT
908,253,43,GOVERNOR
909,253,48,SENATOR
910,253,2,MAYOR
911,253,53,STATE_REP
912,255,37,PRESIDENT
913,255,42,GOVERNOR
914,255,47,SENATOR
915,255,1,MAYOR
916,255,52,STATE_REP
917,256,36,PRESIDENT
918,256,41,GOVERNOR
919,256,46,SENATOR
920,256,3,MAYOR
921,256,51,STATE_REP
922,257,37,PRESIDENT
923,257,41,GOVERNOR
924,257,47,SENATOR
925,257,3,MAYOR
926,257,52,STATE_REP
927,258,40,PRESIDENT
928,258,45,GOVERNOR
929,258,48,SENATOR
930,258,4,MAYOR
931,258,54,STATE_REP
932,259,39,PRESIDENT
933,259,44,GOVERNOR
934,259,49,SENATOR
935,259,5,MAYOR
936,259,55,STATE_REP
937,260,39,PRESIDENT
938,260,44,GOVERNOR
939,260,49,SENATOR
940,260,5,MAYOR
941,260,55,STATE_REP
942,261,40,PRESIDENT
943,261,45,GOVERNOR
944,261,50,SENATOR
945,261,4,MAYOR
946,261,54,STATE_REP
947,262,37,PRESIDENT
948,262,42,GOVERNOR
949,262,47,SENATOR
950,262,1,MAYOR
951,262,52,STATE_REP
952,263,37,PRESIDENT
953,263,42,GOVERNOR
954,263,47,SENATOR
955,263,1,MAYOR
956,263,52,STATE_REP
957,264,40,PRESIDENT
958,264,45,GOVERNOR
959,264,50,SENATOR
960,264,4,MAYOR
961,264,52,STATE_REP
962,265,38,PRESIDENT
963,265,43,GOVERNOR
964,265,48,SENATOR
965,265,2,MAYOR
966,265,53,STATE_REP
967,267,37,PRESIDENT
968,267,42,GOVERNOR
969,267,47,SENATOR
970,267,1,MAYOR
971,267,52,STATE_REP
972,268,37,PRESIDENT
973,268,42,GOVERNOR
974,268,47,SENATOR
975,268,1,MAYOR
976,268,52,STATE_REP
977,269,38,PRESIDENT
978,269,43,GOVERNOR
979,269,48,SENATOR
980,269,2,MAYOR
981,269,54,STATE_REP
982,270,39,PRESIDENT
983,270,44,GOVERNOR
984,270,49,SENATOR
985,270,5,MAYOR
986,270,55,STATE_REP
987,271,36,PRESIDENT
988,271,41,GOVERNOR
989,271,46,SENATOR
990,271,3,MAYOR
991,271,51,STATE_REP
992,272,38,PRESIDENT
993,272,43,GOVERNOR
994,272,48,SENATOR
995,272,2,MAYOR
996,272,53,STATE_REP
997,274,36,PRESIDENT
998,274,41,GOVERNOR
999,274,46,SENATOR
1000,274,3,MAYOR
1001,274,51,STATE_REP
1002,275,37,PRESIDENT
1003,275,42,GOVERNOR
1004,275,47,SENATOR
1005,275,1,MAYOR
1006,275,52,STATE_REP
1007,276,37,PRESIDENT
1008,276,42,GOVERNOR
1009,276,47,SENATOR
1010,276,1,MAYOR
1011,276,52,STATE_REP
1012,278,39,PRESIDENT
1013,278,44,GOVERNOR
1014,278,49,SENATOR
1015,278,5,MAYOR
1016,278,55,STATE_REP
1017,281,40,PRESIDENT
1018,281,41,GOVERNOR
1019,281,46,SENATOR
1020,281,3,MAYOR
1021,281,51,STATE_REP
1022,282,38,PRESIDENT
1023,282,43,GOVERNOR
1024,282,48,SENATOR
1025,282,2,MAYOR
1026,282,53,STATE_REP
1027,283,37,PRESIDENT
1028,283,42,GOVERNOR
1029,283,47,SENATOR
1030,283,1,MAYOR
1031,283,51,STATE_REP
1032,284,38,PRESIDENT
1033,284,43,GOVERNOR
1034,284,48,SENATOR
1035,284,2,MAYOR
1036,284,53,STATE_REP
1037,285,38,PRESIDENT
1038,285,43,GOVERNOR
1039,285,48,SENATOR
1040,285,2,MAYOR
1041,285,53,STATE_REP
1042,286,38,PRESIDENT
1043,286,43,GOVERNOR
1044,286,48,SENATOR
1045,286,1,MAYOR
1046,286,53,STATE_REP
1047,287,37,PRESIDENT
1048,287,42,GOVERNOR
1049,287,48,SENATOR
1050,287,1,MAYOR
1051,287,52,STATE_REP
1052,288,38,PRESIDENT
1053,288,43,GOVERNOR
1054,288,48,SENATOR
1055,288,2,MAYOR
1056,288,53,STATE_REP
1057,289,36,PRESIDENT
1058,289,41,GOVERNOR
1059,289,46,SENATOR
1060,289,1,MAYOR
1061,289,51,STATE_REP
1062,290,37,PRESIDENT
1063,290,42,GOVERNOR
1064,290,47,SENATOR
1065,290,1,MAYOR
1066,290,52,STATE_REP
1067,291,37,PRESIDENT
